aX,aY,aZ,gX,gY,gZ,Sample No
0.868,0.393,-0.186,-2.625,1.221,2.197,40
0.864,0.392,-0.192,-2.93,1.587,2.625,40
0.863,0.396,-0.191,-3.296,1.648,3.357,40
0.86,0.396,-0.191,-4.333,2.014,3.906,40
0.866,0.4,-0.188,-5.737,2.625,4.456,40
0.866,0.401,-0.188,-6.775,2.93,4.7,40
0.868,0.411,-0.188,-7.812,3.113,4.639,40
0.872,0.409,-0.192,-9.338,3.479,4.15,40
0.878,0.42,-0.185,-11.047,3.967,2.686,40
0.888,0.426,-0.198,-13.367,3.906,1.648,40
0.895,0.408,-0.191,-14.465,3.784,1.221,40
0.888,0.394,-0.186,-16.235,2.502,-0.366,40
0.885,0.407,-0.186,-17.517,0.977,-1.709,40
0.885,0.404,-0.205,-18.677,0.305,-1.648,40
0.863,0.393,-0.219,-20.996,-0.549,-1.221,40
0.875,0.421,-0.214,-25.33,-0.427,-0.977,40
0.846,0.443,-0.198,-29.48,-0.488,0.854,40
0.849,0.463,-0.169,-29.419,-0.122,4.272,40
0.84,0.482,-0.163,-26.672,-1.343,7.751,40
0.813,0.505,-0.156,-23.254,-3.601,10.62,40
0.834,0.532,-0.154,-19.47,-2.93,12.817,40
0.808,0.547,-0.152,-16.418,-0.488,13.733,40
0.884,0.573,-0.147,-13.184,2.38,11.658,40
0.914,0.579,-0.159,-9.46,2.93,6.775,40
0.918,0.576,-0.166,-6.836,-0.183,2.014,40
0.904,0.562,-0.168,-4.517,-3.113,-1.953,40
1.894,2.652,-0.737,62.378,10.986,-8.911,41
0.615,1.853,-1.079,49.561,-3.967,-16.724,41
0.687,0.79,-1.019,53.711,-13.123,-40.894,41
0.845,0.165,-0.411,28.564,-11.108,-35.522,41
0.816,-0.266,-0.151,-0.366,0.61,-20.752,41
0.948,-0.213,-0.186,-33.02,26.062,-7.019,41
0.958,-0.06,-0.099,-46.997,20.935,3.662,41
0.818,0.06,-0.059,-44.617,0,4.517,41
0.72,0.194,-0.043,-40.039,-2.502,-0.122,41
0.691,0.301,-0.018,-34.607,0.732,-1.648,41
0.724,0.36,0.033,-26.611,2.563,1.16,41
0.792,0.383,0.077,-18.005,4.578,2.93,41
0.83,0.385,0.067,-7.69,3.601,1.587,41
0.835,0.381,0.009,1.221,1.099,-0.122,41
0.806,0.383,-0.071,6.836,-0.122,-0.671,41
0.776,0.379,-0.152,9.644,-0.183,0.244,41
0.767,0.391,-0.206,9.949,-0.671,1.038,41
0.787,0.395,-0.245,10.254,-1.831,2.014,41
0.816,0.39,-0.264,11.169,-2.258,3.418,41
0.837,0.391,-0.276,11.719,-3.235,3.418,41
0.857,0.396,-0.276,11.78,-4.456,2.991,41
0.869,0.418,-0.267,10.315,-5.31,2.075,41
0.877,0.422,-0.256,7.324,-5.798,1.465,41
0.875,0.427,-0.229,3.906,-6.042,0.305,41
0.886,0.43,-0.196,1.404,-5.981,-0.916,41
0.897,0.44,-0.165,0.061,-5.981,-2.014,41
0.916,0.446,-0.143,0.427,-6.348,-2.625,41
0.918,0.442,-0.137,2.075,-6.653,-3.601,41
0.911,0.428,-0.142,3.845,-6.653,-4.333,41
0.911,0.418,-0.149,5.493,-5.737,-3.662,41
0.921,0.414,-0.153,6.042,-4.333,-2.502,41
0.932,0.412,-0.163,5.737,-2.991,-1.77,41
0.939,0.404,-0.172,5.005,-2.197,-0.977,41
0.938,0.399,-0.168,3.296,-1.404,-0.488,41
0.929,0.397,-0.159,1.587,-0.549,-0.427,41
0.926,0.402,-0.15,0.183,0.549,-0.854,41
0.922,0.404,-0.149,-0.732,1.099,-1.16,41
0.915,0.403,-0.146,-1.465,1.709,-1.526,41
0.903,0.401,-0.141,-1.77,2.686,-1.465,41
0.896,0.397,-0.145,-2.197,3.906,-0.916,41
0.892,0.401,-0.143,-2.502,4.639,-0.061,41
0.9,0.402,-0.144,-2.258,4.761,0.488,41
0.894,0.404,-0.145,-1.831,4.517,0.305,41
0.882,0.402,-0.143,-1.648,4.15,0.244,41
0.876,0.393,-0.145,-0.793,4.089,0.244,41
0.876,0.39,-0.145,-0.916,4.578,0.366,41
0.873,0.397,-0.143,-0.793,4.639,0.732,41
0.871,0.41,-0.14,0,3.845,0.916,41
0.87,0.418,-0.139,0.732,3.174,0.916,41
0.865,0.417,-0.141,1.404,2.686,0.671,41
0.859,0.41,-0.142,1.953,2.319,0.122,41
0.861,0.401,-0.147,2.075,2.258,0.305,41
0.87,0.393,-0.155,1.587,2.686,1.038,41
0.874,0.391,-0.162,0.854,3.052,1.77,41
0.873,0.394,-0.167,-0.122,2.686,2.38,41
0.872,0.398,-0.172,-0.854,2.014,2.991,41
0.878,0.403,-0.17,-1.526,2.075,2.869,41
0.883,0.406,-0.168,-1.892,1.953,2.502,41
0.884,0.409,-0.168,-1.77,1.465,2.075,41
0.882,0.413,-0.165,-1.648,1.16,1.77,41
0.884,0.419,-0.158,-1.465,0.977,1.526,41
0.887,0.421,-0.153,-0.854,0.793,1.465,41
0.886,0.424,-0.151,-0.305,0.916,1.221,41
0.884,0.418,-0.154,-0.183,1.404,1.282,41
0.88,0.414,-0.158,-0.122,1.709,1.404,41
0.883,0.415,-0.156,-0.427,2.136,1.953,41
0.883,0.415,-0.159,-0.61,2.075,2.258,41
0.884,0.416,-0.165,-0.854,2.441,2.686,41
0.877,0.414,-0.168,-1.343,2.747,2.747,41
0.87,0.409,-0.167,-1.587,2.686,3.235,41
0.872,0.412,-0.162,-1.831,2.869,3.845,41
0.872,0.414,-0.167,-1.587,3.174,4.333,41
0.875,0.412,-0.169,-1.16,3.174,4.395,41
0.872,0.411,-0.172,-0.854,2.808,3.784,41
0.862,0.408,-0.176,-0.244,2.197,3.052,41
0.858,0.406,-0.183,0.122,1.892,2.38,41
0.86,0.403,-0.186,-0.122,1.709,2.136,41
0.868,0.4,-0.185,-0.366,1.587,1.831,41
0.867,0.397,-0.181,-0.488,1.587,1.526,41
0.865,0.4,-0.182,-0.732,1.16,1.343,41
0.863,0.407,-0.178,-0.916,0.854,1.282,41
0.867,0.411,-0.172,-0.916,0.854,1.404,41
0.871,0.411,-0.17,-0.427,1.282,1.526,41
0.875,0.41,-0.172,0.061,1.16,1.709,41
0.869,0.408,-0.172,0.854,0.854,1.587,41
0.873,0.407,-0.172,1.221,0.916,1.221,41
0.872,0.407,-0.175,1.099,1.221,1.099,41
0.871,0.407,-0.18,1.221,1.282,0.916,41
0.866,0.408,-0.18,1.404,1.16,1.099,41
0.866,0.412,-0.181,1.343,1.16,1.038,41
0.867,0.414,-0.182,1.16,1.038,0.61,41
0.868,0.414,-0.185,0.977,0.916,0.244,41
0.868,0.413,-0.182,1.099,0.793,-0.122,41
0.865,0.413,-0.181,1.099,0.671,-0.366,41
0.869,0.414,-0.176,1.099,0.732,-0.244,41
0.873,0.414,-0.175,0.916,1.221,-0.122,41
0.874,0.412,-0.179,1.099,1.343,-0.427,41
0.875,0.41,-0.175,1.587,0.916,-0.549,41
0.87,0.41,-0.173,1.953,0.916,-0.916,41
0.872,0.414,-0.175,2.075,0.916,-0.916,41
0.872,0.415,-0.173,1.831,1.221,-0.916,41
0.867,0.411,-0.171,1.648,1.343,-1.038,41
0.865,0.411,-0.18,1.526,1.221,-1.221,41
0.868,0.41,-0.18,1.465,1.465,-0.977,41
0.869,0.411,-0.181,1.221,1.526,-0.549,41
0.872,0.412,-0.178,1.16,1.343,-0.244,41
0.866,0.414,-0.168,0.854,1.282,-0.244,41
0.861,0.411,-0.171,1.038,1.038,-0.549,41
0.863,0.409,-0.165,0.977,1.038,-0.61,41
0.865,0.409,-0.152,1.16,1.099,-0.427,41
0.868,0.41,-0.15,1.587,1.099,-0.183,41
0.867,0.407,-0.156,1.831,1.099,-0.244,41
0.864,0.407,-0.163,2.136,0.549,-0.305,41
0.861,0.403,-0.165,2.075,0.061,-0.427,41
0.857,0.401,-0.169,1.648,-0.061,-0.549,41
0.855,0.401,-0.173,1.282,-0.366,-0.793,41
0.857,0.399,-0.175,0.671,-0.427,-0.732,41
0.859,0.399,-0.173,0.122,-0.854,-0.671,41
0.859,0.398,-0.166,-0.183,-1.038,-0.366,41
1.691,2.104,-0.647,117.615,-0.488,-8.972,42
0.717,1.551,-1.401,82.886,-5.798,-6.287,42
0.654,0.75,-1.223,61.89,-5.676,-17.517,42
0.787,0.205,-0.468,27.649,-13.489,-6.348,42
0.791,-0.114,-0.183,-0.61,-15.442,-5.737,42
0.894,-0.071,-0.284,-30.029,12.817,-5.005,42
0.916,0.087,-0.297,-46.57,19.165,-2.441,42
0.827,0.208,-0.248,-48.218,0.183,-5.554,42
0.756,0.329,-0.142,-49.377,-5.554,-11.475,42
0.727,0.388,-0.02,-47.607,-2.93,-13.855,42
0.756,0.406,0.048,-37.964,-2.93,-13.123,42
0.817,0.402,0.089,-23.56,-2.502,-12.451,42
0.856,0.395,0.077,-8.545,-2.808,-13.062,42
0.871,0.382,0.025,3.723,-4.272,-12.878,42
0.87,0.382,-0.052,12.085,-4.517,-10.01,42
0.852,0.376,-0.128,15.686,-3.052,-5.249,42
0.851,0.376,-0.188,16.846,-1.953,-0.549,42
0.863,0.381,-0.225,16.724,-0.854,3.601,42
0.886,0.388,-0.248,15.381,-0.244,5.737,42
0.901,0.401,-0.255,13.672,-0.366,5.92,42
0.914,0.416,-0.252,11.047,-0.793,5.371,42
0.917,0.422,-0.237,7.935,-0.61,3.784,42
0.916,0.428,-0.216,4.578,-0.671,1.587,42
0.917,0.437,-0.19,2.319,-1.221,-0.183,42
0.921,0.447,-0.167,1.343,-1.16,-0.916,42
0.926,0.449,-0.156,2.014,-0.854,-1.038,42
0.926,0.447,-0.156,3.662,-0.549,-1.099,42
0.916,0.439,-0.163,5.981,-0.427,-1.648,42
0.908,0.427,-0.166,7.324,-0.366,-1.587,42
0.906,0.417,-0.168,7.568,-0.122,-0.916,42
0.901,0.406,-0.174,6.592,0.549,0.244,42
0.902,0.404,-0.175,4.7,1.648,1.648,42
0.904,0.402,-0.173,2.502,2.808,2.991,42
0.904,0.403,-0.168,0.61,3.479,3.479,42
0.904,0.405,-0.161,-0.427,3.723,3.357,42
0.896,0.402,-0.157,-1.404,3.784,2.686,42
0.896,0.401,-0.156,-2.014,4.15,2.014,42
0.892,0.4,-0.154,-2.319,4.395,2.197,42
0.889,0.399,-0.158,-2.441,4.639,2.625,42
0.882,0.398,-0.162,-2.747,4.578,3.54,42
0.869,0.396,-0.158,-2.991,4.333,4.7,42
0.869,0.397,-0.155,-3.052,4.395,5.615,42
0.871,0.401,-0.151,-2.686,4.15,6.47,42
0.865,0.406,-0.15,-2.563,3.723,6.775,42
0.86,0.407,-0.147,-2.014,3.418,6.775,42
0.855,0.41,-0.141,-1.16,3.235,6.409,42
0.855,0.411,-0.136,-0.061,2.869,5.92,42
0.858,0.414,-0.141,0.793,2.625,5.249,42
0.857,0.414,-0.143,1.099,2.197,4.578,42
0.851,0.414,-0.147,1.526,1.404,3.906,42
0.852,0.409,-0.147,1.221,1.343,3.723,42
0.855,0.406,-0.149,0.793,1.343,3.723,42
0.856,0.403,-0.153,-0.122,1.465,3.906,42
0.858,0.403,-0.158,-1.038,1.465,3.967,42
0.86,0.406,-0.153,-1.526,1.526,4.089,42
0.87,0.416,-0.152,-1.831,1.648,3.906,42
0.878,0.428,-0.15,-1.77,1.099,3.113,42
0.882,0.431,-0.153,-1.16,0.671,1.648,42
0.877,0.428,-0.153,-0.671,-0.122,0.122,42
0.873,0.422,-0.153,-0.122,-0.366,-0.916,42
0.877,0.422,-0.148,0.305,-0.305,-1.282,42
0.886,0.422,-0.149,0.61,0.122,-1.221,42
0.89,0.418,-0.156,0.61,0.244,-1.343,42
0.888,0.411,-0.16,0.549,0.305,-0.977,42
0.883,0.41,-0.158,-0.244,0.61,-0.305,42
0.88,0.414,-0.16,-0.793,1.038,0.244,42
0.878,0.422,-0.163,-1.16,1.465,0.916,42
0.874,0.431,-0.168,-1.343,1.404,1.343,42
0.869,0.432,-0.177,-1.221,0.977,1.465,42
0.868,0.429,-0.178,-1.221,0.671,1.343,42
0.861,0.424,-0.176,-1.587,0.366,1.038,42
0.853,0.423,-0.177,-1.831,0.366,0.549,42
0.859,0.423,-0.176,-1.526,0.366,0.61,42
0.87,0.421,-0.176,-1.343,0.244,0.671,42
0.87,0.416,-0.175,-1.343,0.183,0.549,42
0.868,0.417,-0.176,-1.465,0.305,0.427,42
0.868,0.419,-0.173,-1.648,0.366,0.488,42
0.875,0.422,-0.177,-1.709,1.16,0.671,42
0.877,0.424,-0.183,-1.648,1.709,0.854,42
0.876,0.424,-0.184,-1.831,1.77,1.099,42
0.872,0.426,-0.18,-1.587,1.465,1.038,42
0.872,0.432,-0.18,-1.526,1.221,0.977,42
0.872,0.435,-0.176,-1.282,1.16,1.16,42
0.873,0.436,-0.167,-0.488,0.732,0.916,42
0.872,0.434,-0.165,0.732,0.366,0.732,42
0.874,0.431,-0.164,2.197,0.366,0.549,42
0.875,0.427,-0.167,3.418,0.671,1.099,42
0.876,0.419,-0.17,3.662,1.099,1.282,42
0.876,0.412,-0.176,3.54,1.221,1.343,42
0.873,0.407,-0.178,3.052,1.221,1.343,42
0.869,0.409,-0.178,2.319,1.465,1.404,42
0.868,0.414,-0.176,1.892,1.404,1.526,42
0.868,0.421,-0.172,1.526,1.282,1.282,42
0.865,0.425,-0.171,1.343,1.343,1.16,42
0.865,0.429,-0.172,1.587,1.404,0.977,42
0.866,0.43,-0.171,1.77,1.526,0.854,42
0.866,0.427,-0.166,1.831,1.343,0.488,42
0.863,0.422,-0.164,2.136,1.282,0.122,42
0.861,0.421,-0.168,2.319,1.099,-0.122,42
0.862,0.419,-0.172,2.502,1.282,-0.061,42
0.861,0.416,-0.175,2.441,1.526,-0.061,42
0.858,0.412,-0.174,2.136,1.465,0,42
0.857,0.414,-0.175,1.953,1.526,-0.183,42
0.859,0.417,-0.177,1.77,1.343,0,42
0.864,0.42,-0.175,1.343,1.099,-0.305,42
0.86,0.421,-0.171,1.282,0.671,-0.671,42
0.858,0.422,-0.166,1.343,0.488,-1.16,42
0.859,0.42,-0.163,1.648,0.488,-1.587,42
0.862,0.418,-0.162,1.77,0.488,-1.648,42
0.858,0.417,-0.162,1.892,0.366,-1.526,42
0.857,0.421,-0.164,1.77,0.61,-1.404,42
0.859,0.422,-0.171,2.075,0.549,-1.099,42
0.862,0.421,-0.177,2.075,0.61,-1.16,42
0.864,0.419,-0.182,1.709,0.366,-1.16,42
0.863,0.418,-0.183,1.526,0,-1.099,42
0.865,0.419,-0.18,1.404,-0.183,-1.099,42
0.869,0.422,-0.178,1.099,-0.183,-1.099,42
0.872,0.424,-0.172,1.038,-0.305,-1.404,42
0.876,0.423,-0.165,1.099,-0.244,-1.648,42
1.822,1.699,-0.057,18.127,14.038,-6.226,43
1.04,1.922,-1.015,19.958,0.427,-0.732,43
0.578,0.997,-1.216,6.348,-5.127,-0.549,43
0.872,0.394,-0.606,-8.179,-0.244,-3.479,43
0.775,-0.008,-0.206,-17.578,-0.671,-5.127,43
0.779,-0.111,-0.198,-24.536,4.028,-5.615,43
0.834,-0.033,-0.215,-29.968,7.996,-2.686,43
0.842,0.071,-0.241,-30.762,4.028,-1.404,43
0.779,0.196,-0.219,-30.334,0.61,-1.953,43
0.728,0.312,-0.157,-29.785,0.427,-2.136,43
0.715,0.383,-0.12,-24.78,-0.977,-1.099,43
0.769,0.442,-0.09,-19.836,-2.319,-1.038,43
0.825,0.468,-0.079,-15.686,-2.197,-2.014,43
0.842,0.454,-0.111,-11.292,-2.38,-2.869,43
0.837,0.42,-0.165,-7.874,-3.113,-3.723,43
0.823,0.392,-0.213,-6.348,-3.235,-2.991,43
0.818,0.377,-0.254,-6.531,-2.319,-1.892,43
0.837,0.38,-0.289,-7.08,-1.648,-0.549,43
0.868,0.394,-0.305,-7.996,-1.526,0.488,43
0.888,0.405,-0.307,-9.033,-1.587,0.793,43
0.897,0.411,-0.297,-10.193,-1.953,0.427,43
0.9,0.42,-0.28,-11.292,-1.953,-0.549,43
0.904,0.43,-0.262,-12.146,-2.197,-1.282,43
0.907,0.438,-0.25,-12.939,-1.953,-1.831,43
0.912,0.439,-0.243,-13.672,-1.526,-2.075,43
0.92,0.436,-0.24,-13.489,-1.282,-2.014,43
0.923,0.43,-0.236,-13.306,-1.221,-1.953,43
0.928,0.423,-0.231,-13.489,-0.854,-1.953,43
0.928,0.411,-0.219,-13.489,-0.793,-1.709,43
0.925,0.399,-0.216,-14.038,-0.366,-1.587,43
0.923,0.391,-0.212,-14.771,0.183,-1.16,43
0.922,0.39,-0.202,-15.869,0.793,-0.61,43
0.927,0.397,-0.194,-16.541,1.282,-0.366,43
0.927,0.398,-0.195,-17.151,1.587,-0.366,43
0.922,0.388,-0.195,-17.578,1.831,-0.488,43
0.909,0.38,-0.188,-17.883,1.892,-0.671,43
0.901,0.374,-0.183,-18.25,2.197,-0.671,43
0.896,0.374,-0.185,-18.311,2.38,-0.671,43
0.888,0.37,-0.196,-18.555,2.686,-0.427,43
0.884,0.372,-0.199,-18.494,2.563,-0.183,43
0.875,0.368,-0.197,-18.616,2.808,0.183,43
0.875,0.375,-0.192,-18.86,2.747,0.366,43
0.88,0.38,-0.189,-18.372,2.808,0.793,43
0.877,0.384,-0.19,-18.25,2.747,0.977,43
0.873,0.385,-0.193,-18.005,2.625,1.038,43
0.868,0.382,-0.196,-17.578,2.441,1.16,43
0.863,0.386,-0.191,-17.578,2.319,1.221,43
0.862,0.397,-0.174,-17.639,2.075,1.282,43
0.869,0.4,-0.185,-17.273,1.953,1.16,43
0.875,0.392,-0.197,-17.151,2.014,1.343,43
0.878,0.376,-0.187,-17.273,1.953,1.282,43
0.876,0.365,-0.182,-17.151,1.77,1.343,43
0.873,0.366,-0.19,-17.273,1.953,1.587,43
0.876,0.377,-0.198,-17.7,2.014,1.831,43
0.891,0.382,-0.198,-17.639,1.892,1.892,43
0.898,0.382,-0.197,-17.822,1.526,1.77,43
0.892,0.376,-0.199,-18.005,1.465,1.404,43
0.884,0.372,-0.205,-18.188,1.465,1.404,43
0.887,0.375,-0.205,-18.433,1.587,1.343,43
0.893,0.381,-0.206,-18.494,1.709,1.282,43
0.892,0.383,-0.204,-18.616,1.526,1.221,43
0.891,0.386,-0.201,-18.555,1.587,1.038,43
0.888,0.39,-0.202,-18.555,1.526,0.916,43
0.884,0.393,-0.204,-18.188,1.587,1.099,43
0.884,0.392,-0.198,-18.188,1.587,1.099,43
0.887,0.39,-0.197,-18.127,1.77,1.16,43
0.892,0.387,-0.2,-17.517,2.014,1.282,43
0.899,0.386,-0.2,-17.456,2.014,1.648,43
0.898,0.385,-0.199,-17.517,1.953,1.831,43
0.902,0.383,-0.203,-17.578,2.197,2.075,43
0.903,0.38,-0.202,-17.761,2.319,2.136,43
0.901,0.379,-0.205,-17.822,2.258,2.014,43
0.904,0.383,-0.203,-18.005,2.38,1.892,43
0.911,0.384,-0.204,-17.944,2.625,1.587,43
0.911,0.381,-0.208,-17.883,2.563,1.465,43
0.908,0.375,-0.21,-18.005,2.686,1.404,43
0.9,0.371,-0.209,-17.883,2.747,1.343,43
0.891,0.371,-0.212,-18.066,2.93,1.587,43
0.886,0.375,-0.212,-18.127,3.235,2.014,43
0.887,0.38,-0.212,-18.127,3.174,2.319,43
0.895,0.381,-0.208,-17.944,3.235,2.38,43
0.898,0.372,-0.211,-17.822,3.296,2.38,43
0.891,0.365,-0.211,-17.822,3.113,2.258,43
0.884,0.361,-0.213,-17.761,3.235,2.197,43
0.884,0.364,-0.214,-18.066,3.296,2.258,43
0.882,0.373,-0.213,-18.005,3.235,2.38,43
0.885,0.379,-0.215,-17.944,3.113,2.258,43
0.881,0.379,-0.218,-18.066,3.052,2.075,43
0.873,0.374,-0.212,-17.944,3.052,1.77,43
0.865,0.369,-0.205,-17.822,2.93,1.587,43
0.865,0.369,-0.205,-17.578,2.869,1.648,43
0.867,0.371,-0.206,-17.578,2.808,1.831,43
0.868,0.371,-0.211,-17.639,2.93,1.892,43
0.862,0.366,-0.213,-17.7,2.991,1.831,43
0.856,0.36,-0.214,-18.25,2.93,2.075,43
0.854,0.359,-0.216,-18.494,2.869,2.197,43
0.856,0.364,-0.215,-18.799,2.869,2.258,43
0.858,0.369,-0.214,-18.677,2.686,2.38,43
0.86,0.372,-0.211,-18.799,2.563,2.319,43
0.864,0.375,-0.207,-18.677,2.441,2.136,43
0.861,0.373,-0.206,-18.555,2.319,2.014,43
0.872,0.38,-0.197,-18.311,1.953,1.831,43
0.876,0.381,-0.189,-18.066,1.77,1.831,43
0.879,0.382,-0.188,-17.822,1.709,1.587,43
0.881,0.378,-0.185,-17.7,1.648,1.404,43
0.886,0.374,-0.182,-17.761,1.587,1.282,43
0.888,0.373,-0.184,-17.944,1.892,1.221,43
0.892,0.376,-0.19,-17.761,1.892,1.343,43
0.897,0.378,-0.195,-17.517,2.014,1.465,43
0.9,0.377,-0.193,-17.761,1.892,1.465,43
0.901,0.374,-0.192,-17.7,1.953,1.343,43
0.895,0.374,-0.193,-17.639,2.197,1.465,43
0.895,0.378,-0.198,-17.456,2.258,1.831,43
0.898,0.382,-0.204,-17.395,2.258,2.136,43
0.894,0.381,-0.211,-17.334,2.319,2.197,43
0.892,0.382,-0.214,-17.151,2.136,2.075,43
0.886,0.382,-0.217,-17.09,2.136,1.892,43
0.887,0.384,-0.222,-17.09,2.136,1.953,43
0.887,0.384,-0.224,-17.09,2.319,1.831,43
1.472,1.15,-0.131,34.424,14.771,-3.967,44
0.89,1.645,-1.101,30.64,-3.601,4.761,44
0.585,0.903,-1.285,12.756,-1.953,3.723,44
0.907,0.416,-0.685,-11.353,9.521,-6.775,44
0.787,0.065,-0.284,-25.513,6.653,-18.311,44
0.853,-0.042,-0.406,-29.236,11.047,-20.691,44
0.803,0.019,-0.371,-32.532,7.629,-10.864,44
0.736,0.118,-0.354,-41.138,-3.479,-7.629,44
0.713,0.227,-0.316,-45.044,-11.23,-10.376,44
0.687,0.323,-0.214,-46.997,-13.184,-11.902,44
0.674,0.37,-0.114,-43.091,-13.672,-12.756,44
0.716,0.394,-0.044,-33.02,-12.878,-12.146,44
0.769,0.408,-0.01,-17.639,-12.878,-9.338,44
0.821,0.415,-0.041,-4.944,-10.681,-7.874,44
0.849,0.407,-0.106,3.54,-10.01,-7.263,44
0.856,0.401,-0.178,8.24,-10.315,-5.127,44
0.853,0.378,-0.232,9.155,-9.399,-1.831,44
0.861,0.359,-0.266,7.385,-7.507,1.526,44
0.897,0.368,-0.293,4.822,-6.042,3.906,44
0.928,0.367,-0.297,1.831,-5.371,5.005,44
0.934,0.388,-0.28,-0.549,-5.371,4.395,44
0.931,0.406,-0.266,-2.38,-5.615,2.747,44
0.928,0.417,-0.258,-3.723,-5.188,1.587,44
0.937,0.428,-0.256,-4.883,-3.906,1.221,44
0.949,0.434,-0.251,-5.676,-2.625,1.526,44
0.954,0.432,-0.254,-6.104,-1.648,1.526,44
0.955,0.425,-0.257,-6.409,-1.221,1.282,44
0.944,0.415,-0.257,-6.348,-1.038,1.221,44
0.93,0.409,-0.256,-6.836,-0.854,1.16,44
0.918,0.408,-0.256,-7.751,-0.183,1.526,44
0.91,0.41,-0.253,-8.85,0.793,2.075,44
0.911,0.411,-0.256,-10.193,1.343,2.319,44
0.908,0.407,-0.255,-10.925,1.709,2.625,44
0.899,0.4,-0.253,-11.963,1.953,2.441,44
0.891,0.393,-0.25,-12.939,2.136,2.014,44
0.884,0.384,-0.246,-13.855,2.136,1.587,44
0.88,0.374,-0.243,-14.221,2.258,1.282,44
0.877,0.373,-0.243,-14.709,2.197,0.671,44
0.878,0.375,-0.24,-14.771,2.197,0.366,44
0.869,0.382,-0.233,-14.893,2.38,0.305,44
0.864,0.384,-0.228,-15.137,2.258,0.305,44
0.861,0.379,-0.225,-14.832,2.136,0.61,44
0.865,0.375,-0.215,-14.648,2.319,0.793,44
0.867,0.374,-0.204,-14.587,2.38,1.221,44
0.865,0.377,-0.198,-14.282,2.319,1.709,44
0.86,0.384,-0.193,-14.343,2.502,2.014,44
0.856,0.388,-0.191,-14.16,2.563,2.075,44
0.86,0.391,-0.191,-13.977,2.502,2.258,44
0.885,0.389,-0.195,-13.733,2.625,2.136,44
0.892,0.383,-0.2,-13.611,2.563,1.526,44
0.886,0.38,-0.2,-13.611,2.075,1.282,44
0.874,0.379,-0.199,-14.038,1.831,1.16,44
0.865,0.385,-0.202,-14.343,2.136,1.221,44
0.866,0.395,-0.203,-14.648,2.136,1.404,44
0.877,0.396,-0.204,-14.832,2.258,1.587,44
0.882,0.392,-0.203,-14.954,2.258,1.587,44
0.874,0.39,-0.208,-15.076,2.258,1.709,44
0.866,0.39,-0.213,-14.954,2.258,1.77,44
0.861,0.391,-0.22,-15.137,2.319,2.014,44
0.862,0.391,-0.229,-15.137,2.258,2.136,44
0.87,0.386,-0.23,-15.625,2.197,2.197,44
0.869,0.383,-0.23,-15.747,2.136,2.136,44
0.867,0.385,-0.231,-15.686,1.77,1.892,44
0.858,0.39,-0.222,-15.503,1.465,1.648,44
0.852,0.392,-0.216,-15.503,1.404,1.343,44
0.854,0.395,-0.216,-15.381,1.404,1.282,44
0.865,0.397,-0.214,-15.32,1.587,1.465,44
0.883,0.396,-0.213,-15.076,1.465,1.709,44
0.895,0.393,-0.208,-14.954,1.221,1.77,44
0.892,0.389,-0.2,-15.076,1.099,1.587,44
0.883,0.385,-0.196,-15.015,1.221,1.587,44
0.886,0.385,-0.204,-15.198,1.343,1.648,44
0.892,0.385,-0.213,-15.259,1.648,1.831,44
0.891,0.385,-0.217,-15.564,1.77,1.892,44
0.883,0.386,-0.22,-15.869,1.709,2.197,44
0.861,0.387,-0.223,-16.174,1.709,2.686,44
0.853,0.393,-0.225,-16.296,1.831,3.235,44
0.854,0.402,-0.219,-16.968,1.953,3.723,44
0.868,0.408,-0.225,-17.09,2.441,4.15,44
0.872,0.411,-0.23,-17.151,2.625,4.639,44
0.875,0.41,-0.231,-17.09,2.441,4.822,44
0.874,0.41,-0.229,-17.09,2.319,4.333,44
0.876,0.408,-0.23,-16.541,2.197,3.784,44
0.874,0.404,-0.23,-16.357,1.709,3.296,44
0.873,0.405,-0.224,-16.052,1.404,3.113,44
0.876,0.407,-0.214,-15.564,1.099,2.93,44
0.885,0.406,-0.212,-15.076,1.038,2.441,44
0.888,0.398,-0.209,-14.587,1.282,2.319,44
0.888,0.392,-0.201,-14.832,1.221,2.38,44
0.885,0.391,-0.196,-14.771,1.526,2.502,44
0.887,0.395,-0.204,-14.832,1.892,2.808,44
0.891,0.396,-0.217,-14.832,2.014,2.869,44
0.891,0.396,-0.221,-14.832,2.258,2.991,44
0.885,0.394,-0.218,-14.709,2.197,3.052,44
0.882,0.398,-0.22,-15.137,2.38,2.869,44
0.88,0.403,-0.217,-15.259,2.686,2.747,44
0.879,0.407,-0.216,-15.259,2.686,2.502,44
0.874,0.41,-0.216,-15.32,2.686,2.38,44
0.868,0.409,-0.214,-15.259,2.563,2.197,44
0.865,0.406,-0.212,-15.381,2.319,2.319,44
0.862,0.402,-0.214,-15.137,2.502,2.197,44
0.86,0.401,-0.219,-15.015,2.502,2.136,44
0.859,0.399,-0.224,-15.076,2.563,2.075,44
0.863,0.396,-0.225,-15.32,2.625,2.136,44
0.861,0.395,-0.221,-15.503,2.686,2.136,44
0.862,0.398,-0.22,-15.198,2.625,2.014,44
0.864,0.401,-0.221,-15.564,2.502,2.014,44
0.862,0.399,-0.216,-15.747,2.38,1.77,44
0.862,0.395,-0.213,-15.869,2.258,1.648,44
0.862,0.395,-0.209,-15.869,2.319,1.709,44
0.862,0.393,-0.212,-15.747,2.319,1.587,44
