aX,aY,aZ,gX,gY,gZ,Sample No
0.859,0.392,-0.214,-15.686,2.197,1.709,44
0.859,0.392,-0.208,-15.808,2.014,1.526,44
0.861,0.393,-0.204,-16.052,1.892,1.587,44
0.864,0.394,-0.204,-15.991,1.953,1.526,44
0.866,0.395,-0.206,-15.808,1.953,1.465,44
0.865,0.394,-0.207,-15.625,1.831,1.404,44
0.862,0.393,-0.205,-15.991,1.831,1.221,44
0.862,0.392,-0.209,-15.991,1.831,1.099,44
1.466,1.19,-0.574,54.321,8.118,-6.653,45
0.804,1.137,-1.119,33.936,-9.155,-1.343,45
0.632,0.62,-1.05,11.169,-5.432,-3.235,45
0.741,0.216,-0.439,-13.733,4.456,-5.981,45
0.758,0.006,-0.206,-36.499,13.062,-13.428,45
0.92,0.007,-0.263,-38.818,21.912,-6.775,45
0.939,0.119,-0.237,-30.518,15.808,3.906,45
0.858,0.21,-0.203,-25.818,3.723,1.404,45
0.767,0.295,-0.198,-22.4,-1.648,-1.953,45
0.702,0.368,-0.164,-21.179,-1.526,-1.16,45
0.709,0.413,-0.117,-18.25,0.305,1.587,45
0.767,0.433,-0.078,-11.78,2.136,2.991,45
0.83,0.434,-0.083,-3.418,1.404,0.732,45
0.851,0.417,-0.125,4.7,-1.831,-2.563,45
0.837,0.384,-0.168,11.475,-4.883,-4.395,45
0.813,0.355,-0.197,13.611,-5.92,-3.723,45
0.812,0.341,-0.222,12.512,-4.7,-1.465,45
0.837,0.346,-0.24,10.376,-2.563,1.709,45
0.87,0.363,-0.252,7.751,-1.404,3.662,45
0.892,0.38,-0.255,5.31,-1.343,4.089,45
0.896,0.395,-0.25,3.418,-1.892,2.93,45
0.894,0.405,-0.241,2.258,-2.563,1.587,45
0.893,0.41,-0.231,1.282,-2.747,0.549,45
0.901,0.41,-0.225,0.916,-2.502,-0.061,45
0.91,0.408,-0.219,0.549,-2.563,-0.793,45
0.913,0.404,-0.214,0.427,-2.258,-1.465,45
0.907,0.402,-0.207,0.366,-2.136,-1.892,45
0.901,0.401,-0.204,0.244,-1.953,-1.892,45
0.893,0.404,-0.204,-0.183,-1.404,-1.526,45
0.894,0.409,-0.204,-0.916,-0.671,-0.549,45
0.897,0.41,-0.202,-1.648,0.366,0.244,45
0.898,0.406,-0.204,-2.197,0.854,0.854,45
0.896,0.4,-0.208,-2.869,1.038,1.16,45
0.895,0.395,-0.21,-3.418,1.77,1.099,45
0.9,0.391,-0.207,-3.906,1.953,0.977,45
0.906,0.389,-0.21,-4.395,1.953,0.61,45
0.902,0.384,-0.214,-4.761,2.075,0.244,45
0.897,0.379,-0.213,-5.188,2.258,0,45
0.889,0.375,-0.207,-5.615,2.319,0.061,45
0.884,0.382,-0.205,-5.981,2.563,0.61,45
0.877,0.387,-0.2,-5.798,2.747,1.404,45
0.878,0.39,-0.197,-6.226,2.93,2.258,45
0.872,0.394,-0.194,-6.653,3.235,3.113,45
0.869,0.396,-0.189,-6.958,3.479,3.784,45
0.868,0.398,-0.191,-6.775,3.906,4.211,45
0.87,0.395,-0.196,-6.47,4.333,4.639,45
0.869,0.392,-0.196,-6.958,4.15,4.883,45
0.873,0.393,-0.194,-7.629,4.089,5.066,45
0.878,0.395,-0.197,-8.179,4.15,5.005,45
0.875,0.395,-0.199,-8.484,3.967,4.517,45
0.871,0.396,-0.199,-8.423,3.662,3.784,45
0.859,0.392,-0.193,-8.118,3.052,3.418,45
0.86,0.391,-0.194,-8.057,3.113,3.235,45
0.859,0.391,-0.201,-8.728,3.235,3.357,45
0.863,0.396,-0.202,-9.521,3.174,3.601,45
0.868,0.399,-0.201,-9.277,2.869,3.235,45
0.864,0.4,-0.208,-8.85,1.953,2.563,45
0.862,0.396,-0.203,-8.179,1.282,2.075,45
0.858,0.401,-0.201,-8.179,0.977,1.587,45
0.869,0.399,-0.193,-7.996,1.038,1.343,45
0.872,0.396,-0.193,-7.324,0.671,1.099,45
0.878,0.392,-0.185,-6.836,0.671,0.793,45
0.88,0.39,-0.178,-6.409,0.61,0.732,45
0.884,0.392,-0.183,-5.737,0.671,0.977,45
0.89,0.398,-0.193,-5.493,0.977,1.343,45
0.89,0.402,-0.194,-5.249,1.099,1.343,45
0.892,0.405,-0.197,-4.639,0.916,1.465,45
0.888,0.406,-0.199,-4.333,0.732,1.465,45
0.886,0.401,-0.202,-3.906,0.671,1.709,45
0.884,0.397,-0.207,-3.967,0.977,1.648,45
0.881,0.396,-0.21,-4.456,1.404,1.709,45
0.88,0.397,-0.217,-4.578,1.648,1.709,45
0.877,0.399,-0.226,-5.127,1.831,1.831,45
0.878,0.402,-0.231,-5.371,1.648,1.953,45
0.877,0.403,-0.23,-5.92,1.648,2.441,45
0.876,0.406,-0.224,-6.531,1.709,2.808,45
0.874,0.409,-0.226,-6.836,1.526,3.113,45
0.872,0.411,-0.229,-6.714,1.709,3.418,45
0.869,0.414,-0.226,-6.714,1.831,3.418,45
0.867,0.414,-0.225,-6.653,1.587,2.869,45
0.868,0.412,-0.225,-6.165,1.526,2.625,45
0.87,0.406,-0.224,-5.981,1.282,2.38,45
0.875,0.403,-0.222,-5.798,1.16,2.075,45
0.876,0.398,-0.215,-5.92,1.038,1.831,45
0.88,0.393,-0.211,-5.676,0.916,1.465,45
0.875,0.391,-0.21,-5.371,0.793,1.282,45
0.873,0.387,-0.212,-5.31,0.793,1.587,45
0.875,0.393,-0.203,-5.737,1.16,2.502,45
0.877,0.395,-0.2,-5.737,1.404,2.686,45
0.874,0.396,-0.205,-5.432,1.465,2.808,45
0.872,0.393,-0.207,-5.371,1.465,2.808,45
0.87,0.391,-0.208,-5.554,1.648,2.747,45
0.865,0.395,-0.208,-5.615,1.892,2.625,45
0.862,0.401,-0.21,-5.615,1.77,2.625,45
0.865,0.406,-0.21,-5.249,1.465,2.563,45
0.866,0.406,-0.214,-4.944,1.221,2.197,45
0.862,0.397,-0.215,-4.456,0.854,1.953,45
0.86,0.39,-0.213,-4.822,0.977,2.014,45
0.859,0.388,-0.208,-5.432,1.282,2.258,45
0.86,0.393,-0.21,-5.737,1.465,2.502,45
0.867,0.401,-0.212,-5.859,1.343,2.441,45
0.867,0.407,-0.211,-5.981,1.038,2.197,45
0.867,0.406,-0.216,-5.432,0.732,2.014,45
0.864,0.402,-0.214,-5.432,0.549,1.648,45
0.86,0.402,-0.209,-5.676,0.488,1.587,45
0.864,0.405,-0.211,-5.371,0.488,1.587,45
0.869,0.406,-0.214,-5.188,0.549,1.465,45
0.868,0.406,-0.213,-5.127,0.427,1.526,45
0.87,0.403,-0.21,-5.188,0.549,1.648,45
0.874,0.403,-0.206,-5.554,0.671,1.77,45
0.876,0.405,-0.203,-5.737,0.793,1.831,45
0.879,0.405,-0.204,-5.615,0.916,2.014,45
0.882,0.404,-0.202,-5.554,0.854,2.319,45
0.887,0.404,-0.202,-5.31,0.977,2.258,45
0.888,0.401,-0.201,-5.737,1.099,2.136,45
0.885,0.402,-0.199,-6.042,1.221,1.953,45
0.883,0.401,-0.198,-6.165,1.221,1.648,45
0.882,0.398,-0.203,-6.348,1.282,1.526,45
0.881,0.401,-0.208,-7.263,1.587,1.282,45
1.676,1.581,-0.643,58.105,20.752,-9.705,46
0.743,1.523,-1.027,40.894,-4.822,-0.427,46
0.687,0.726,-1.152,20.325,-6.165,-2.258,46
0.855,0.255,-0.485,-2.991,2.014,-3.113,46
0.834,-0.188,-0.358,-18.494,5.615,-2.197,46
0.848,-0.19,-0.281,-30.579,8.606,1.16,46
0.859,-0.019,-0.227,-40.527,9.949,6.897,46
0.809,0.103,-0.208,-41.016,5.005,7.263,46
0.77,0.253,-0.17,-39.124,0.977,6.836,46
0.734,0.38,-0.118,-36.865,0.305,6.592,46
0.733,0.437,-0.061,-33.203,1.587,5.981,46
0.766,0.46,-0.016,-27.771,2.502,4.822,46
0.813,0.459,-0.013,-20.691,2.563,2.991,46
0.849,0.442,-0.067,-13.916,1.892,0.793,46
0.844,0.425,-0.15,-9.338,0.977,-0.854,46
0.831,0.406,-0.216,-7.141,0.122,-1.038,46
0.821,0.388,-0.262,-6.958,0.305,0.183,46
0.835,0.376,-0.288,-7.935,0.732,1.831,46
0.859,0.371,-0.295,-8.423,0.854,3.113,46
0.87,0.372,-0.286,-9.583,0.671,3.418,46
0.87,0.376,-0.283,-10.803,0.732,3.235,46
0.874,0.389,-0.281,-12.146,0.732,2.563,46
0.881,0.409,-0.272,-13.306,0.732,1.892,46
0.892,0.425,-0.264,-14.038,0.977,1.404,46
0.906,0.435,-0.261,-14.16,0.916,0.671,46
0.909,0.434,-0.258,-13.916,0.854,0,46
0.901,0.427,-0.248,-13.367,0.549,-0.427,46
0.892,0.415,-0.241,-12.695,0.427,-0.793,46
0.886,0.407,-0.237,-12.512,0.671,-0.671,46
0.883,0.4,-0.236,-12.756,1.099,-0.122,46
0.885,0.402,-0.233,-13.672,1.526,0.427,46
0.89,0.402,-0.234,-14.587,2.014,1.16,46
0.891,0.404,-0.232,-15.259,2.075,1.343,46
0.896,0.401,-0.229,-15.869,2.38,1.221,46
0.896,0.395,-0.227,-16.235,2.563,1.099,46
0.895,0.393,-0.224,-16.418,2.38,0.854,46
0.894,0.389,-0.221,-16.479,2.38,0.671,46
0.892,0.386,-0.218,-16.724,2.563,0.488,46
0.891,0.386,-0.216,-16.907,2.747,0.61,46
0.887,0.391,-0.211,-16.785,2.991,0.732,46
0.882,0.397,-0.214,-16.724,2.991,0.977,46
0.878,0.396,-0.214,-16.663,2.869,1.038,46
0.871,0.396,-0.208,-16.602,2.93,0.793,46
0.867,0.395,-0.205,-16.052,2.869,0.854,46
0.865,0.398,-0.204,-15.93,2.869,1.282,46
0.866,0.403,-0.203,-15.991,2.991,1.404,46
0.869,0.405,-0.201,-15.625,2.869,1.648,46
0.865,0.406,-0.202,-15.869,2.991,1.892,46
0.863,0.404,-0.208,-16.113,2.808,1.892,46
0.867,0.402,-0.211,-16.357,2.869,2.014,46
0.868,0.399,-0.21,-16.541,2.747,1.953,46
0.876,0.398,-0.211,-16.296,2.563,1.709,46
0.871,0.4,-0.213,-16.357,2.686,1.648,46
0.866,0.402,-0.211,-16.907,2.686,1.282,46
0.866,0.404,-0.209,-16.968,2.441,1.099,46
0.867,0.402,-0.209,-16.968,2.38,1.465,46
0.865,0.403,-0.208,-17.212,2.38,1.282,46
0.86,0.403,-0.204,-17.334,2.441,1.343,46
0.862,0.404,-0.209,-17.09,2.38,1.709,46
0.865,0.403,-0.214,-17.212,2.502,1.709,46
0.868,0.399,-0.215,-17.395,2.258,1.953,46
0.868,0.398,-0.214,-17.395,2.258,2.136,46
0.871,0.403,-0.21,-17.273,2.075,2.136,46
0.876,0.409,-0.205,-17.029,2.014,2.075,46
0.876,0.406,-0.212,-16.846,1.953,1.77,46
0.867,0.399,-0.211,-17.029,1.953,1.404,46
0.863,0.395,-0.208,-17.212,1.892,1.343,46
0.865,0.398,-0.208,-17.578,1.831,1.465,46
0.874,0.401,-0.208,-17.7,1.709,1.526,46
0.876,0.399,-0.207,-17.395,1.648,1.648,46
0.869,0.395,-0.209,-17.395,1.526,1.465,46
0.864,0.392,-0.208,-17.639,1.526,1.221,46
0.869,0.39,-0.209,-17.822,1.587,1.526,46
0.872,0.39,-0.211,-17.944,1.526,1.709,46
0.872,0.391,-0.206,-17.822,1.526,1.953,46
0.869,0.392,-0.211,-17.883,1.404,2.136,46
0.861,0.388,-0.214,-18.25,1.404,2.014,46
0.864,0.389,-0.207,-18.433,1.465,2.014,46
0.864,0.391,-0.205,-18.555,1.404,1.648,46
0.864,0.393,-0.209,-18.25,1.282,1.404,46
0.862,0.392,-0.209,-18.066,1.099,1.16,46
0.864,0.389,-0.212,-17.944,0.916,1.038,46
0.865,0.389,-0.214,-18.005,0.916,1.16,46
0.865,0.393,-0.213,-18.188,1.038,1.221,46
0.869,0.397,-0.215,-17.883,1.038,1.404,46
0.872,0.397,-0.219,-17.883,1.038,1.465,46
0.875,0.392,-0.217,-17.7,1.038,1.77,46
0.877,0.385,-0.214,-17.822,1.038,1.648,46
0.875,0.382,-0.214,-17.883,1.221,1.526,46
0.875,0.381,-0.214,-17.944,1.221,1.587,46
0.871,0.384,-0.217,-18.188,1.282,1.343,46
0.871,0.387,-0.218,-18.25,1.343,1.465,46
0.869,0.393,-0.213,-18.127,1.404,1.709,46
0.875,0.4,-0.212,-18.066,1.587,1.709,46
0.876,0.399,-0.218,-17.944,1.465,1.648,46
0.88,0.398,-0.216,-17.883,1.404,1.709,46
0.88,0.397,-0.217,-17.639,1.587,1.648,46
0.884,0.395,-0.217,-17.578,1.587,1.648,46
0.885,0.391,-0.219,-17.151,1.526,1.587,46
0.883,0.389,-0.223,-17.273,1.709,1.465,46
0.881,0.387,-0.225,-17.334,1.648,1.404,46
0.88,0.389,-0.222,-17.395,1.648,1.343,46
0.877,0.392,-0.218,-17.334,1.831,1.343,46
0.875,0.397,-0.214,-17.09,1.892,1.404,46
0.874,0.399,-0.213,-16.907,1.831,1.587,46
0.876,0.401,-0.213,-16.724,2.075,1.709,46
0.878,0.401,-0.215,-16.541,2.075,1.892,46
0.88,0.396,-0.216,-16.418,2.258,1.77,46
0.882,0.392,-0.218,-16.541,2.319,1.709,46
0.885,0.386,-0.218,-16.541,2.258,1.77,46
0.884,0.384,-0.214,-16.724,2.319,1.709,46
0.883,0.378,-0.215,-16.846,2.38,1.526,46
0.875,0.376,-0.211,-16.968,2.258,1.526,46
0.869,0.378,-0.208,-17.09,2.258,1.526,46
0.866,0.388,-0.203,-17.273,2.38,1.526,46
0.867,0.392,-0.205,-16.968,2.441,1.465,46
0.869,0.395,-0.204,-17.334,2.441,1.343,46
0.873,0.392,-0.204,-17.456,2.38,1.16,46
0.869,0.388,-0.208,-17.456,2.258,1.038,46
1.978,1.21,0.825,38.025,14.709,-2.563,47
1.328,1.832,-1.012,54.993,-3.296,0.793,47
0.779,1.035,-1.285,29.907,-2.319,-3.052,47
0.902,0.465,-0.713,-2.502,3.906,-18.005,47
0.786,-0.018,-0.143,-15.564,-10.376,-23.437,47
0.782,-0.197,-0.107,-17.456,-2.869,-16.724,47
0.855,-0.112,-0.155,-30.518,16.785,-5.554,47
0.856,0.015,-0.176,-35.645,8.85,0.916,47
0.829,0.171,-0.153,-38.086,-0.549,0.366,47
0.765,0.306,-0.094,-40.71,-1.709,-0.61,47
0.73,0.374,-0.007,-37.292,-2.136,1.099,47
0.759,0.419,0.05,-28.259,-0.671,2.991,47
0.802,0.444,0.073,-15.686,0.916,3.113,47
0.837,0.446,0.031,-1.587,1.343,1.038,47
0.845,0.429,-0.046,9.399,0.183,-1.099,47
0.836,0.401,-0.121,15.991,-1.343,-1.648,47
0.827,0.376,-0.167,17.7,-1.526,0.061,47
0.835,0.371,-0.197,17.09,-1.587,2.747,47
0.862,0.379,-0.222,15.808,-1.221,5.005,47
0.887,0.393,-0.233,14.648,-1.831,5.493,47
0.895,0.404,-0.233,13.55,-3.052,4.333,47
0.9,0.411,-0.226,11.841,-3.723,2.563,47
0.904,0.417,-0.214,9.705,-3.845,0.793,47
0.914,0.419,-0.205,7.935,-3.357,-0.427,47
0.924,0.418,-0.203,7.568,-2.991,-0.793,47
0.928,0.423,-0.194,7.996,-2.93,-0.488,47
0.927,0.422,-0.181,7.996,-2.869,-0.305,47
0.922,0.422,-0.176,7.202,-2.563,-0.244,47
0.918,0.415,-0.174,6.104,-1.892,-0.305,47
0.91,0.411,-0.172,4.7,-0.916,0.061,47
0.899,0.409,-0.17,2.808,0,0.61,47
0.899,0.411,-0.172,1.404,0.793,1.404,47
0.9,0.411,-0.171,-0.244,1.892,1.831,47
0.909,0.413,-0.171,-1.648,2.625,1.404,47
0.911,0.407,-0.167,-2.625,2.563,0.671,47
0.903,0.399,-0.164,-3.296,2.38,-0.122,47
0.9,0.395,-0.156,-3.906,2.319,-0.488,47
0.897,0.395,-0.155,-4.395,2.625,-0.671,47
0.896,0.391,-0.154,-4.395,2.991,-0.366,47
0.895,0.386,-0.153,-4.761,3.296,0.122,47
0.884,0.382,-0.153,-4.639,3.662,0.732,47
0.886,0.385,-0.15,-4.822,4.089,1.892,47
0.884,0.39,-0.152,-4.822,4.333,2.808,47
0.88,0.397,-0.153,-4.7,4.211,3.54,47
0.874,0.399,-0.154,-4.456,4.028,4.211,47
0.874,0.405,-0.151,-4.272,3.845,4.456,47
0.88,0.41,-0.15,-3.784,3.662,4.7,47
0.88,0.411,-0.156,-3.357,3.479,4.333,47
0.874,0.408,-0.158,-3.113,3.174,3.54,47
0.868,0.402,-0.157,-2.808,2.686,3.357,47
0.861,0.398,-0.158,-2.808,2.502,3.357,47
0.868,0.403,-0.16,-3.235,2.502,3.479,47
0.88,0.403,-0.163,-3.54,2.869,3.54,47
0.877,0.4,-0.166,-3.845,2.808,3.418,47
0.872,0.399,-0.167,-4.211,2.319,3.357,47
0.865,0.398,-0.17,-4.272,2.136,3.479,47
0.863,0.403,-0.17,-4.883,2.075,3.784,47
0.877,0.403,-0.172,-4.822,2.441,4.028,47
0.881,0.4,-0.176,-4.822,2.502,3.662,47
0.877,0.395,-0.176,-4.944,2.319,3.357,47
0.872,0.397,-0.174,-5.127,1.892,3.479,47
0.865,0.396,-0.175,-5.005,1.77,3.418,47
0.873,0.4,-0.18,-4.944,1.831,3.296,47
0.88,0.396,-0.182,-5.005,2.014,3.174,47
0.873,0.393,-0.178,-5.737,1.953,2.869,47
0.869,0.399,-0.17,-6.409,1.648,2.808,47
0.863,0.407,-0.172,-6.653,1.709,2.869,47
0.869,0.415,-0.177,-6.592,1.648,2.747,47
0.875,0.414,-0.179,-6.348,1.77,2.258,47
0.876,0.41,-0.17,-5.798,1.282,2.014,47
0.87,0.403,-0.169,-5.188,1.282,1.77,47
0.864,0.403,-0.17,-5.127,1.404,1.831,47
0.865,0.396,-0.176,-5.127,1.709,2.014,47
0.874,0.395,-0.183,-5.188,2.075,2.136,47
0.874,0.397,-0.187,-5.676,1.953,1.587,47
0.87,0.403,-0.184,-5.981,1.587,1.282,47
0.864,0.407,-0.18,-6.348,1.526,1.16,47
0.863,0.409,-0.182,-6.531,1.465,1.099,47
0.865,0.406,-0.187,-5.859,1.404,1.465,47
0.865,0.406,-0.189,-5.371,1.587,1.404,47
0.865,0.408,-0.186,-4.944,1.465,1.709,47
0.864,0.409,-0.183,-4.639,1.343,1.892,47
0.864,0.41,-0.187,-4.028,1.221,2.136,47
0.868,0.403,-0.189,-3.113,1.038,2.93,47
0.875,0.396,-0.186,-3.418,0.977,3.052,47
0.879,0.397,-0.184,-4.272,0.671,2.686,47
0.881,0.4,-0.183,-5.188,0.854,2.38,47
0.88,0.404,-0.184,-5.859,0.854,2.075,47
0.881,0.406,-0.183,-6.165,0.793,1.831,47
0.879,0.404,-0.179,-6.226,0.793,1.648,47
0.878,0.406,-0.177,-6.775,0.854,1.526,47
0.876,0.409,-0.175,-7.08,1.282,1.465,47
0.875,0.41,-0.176,-7.202,1.526,1.587,47
0.874,0.408,-0.179,-7.446,1.709,1.526,47
0.871,0.408,-0.178,-7.69,1.892,1.587,47
0.871,0.407,-0.181,-7.996,1.831,1.709,47
0.873,0.407,-0.184,-8.484,2.075,1.465,47
0.873,0.405,-0.185,-8.85,1.892,1.221,47
0.869,0.405,-0.182,-8.972,1.77,1.282,47
0.861,0.405,-0.181,-9.521,1.709,1.038,47
0.865,0.41,-0.177,-9.827,1.526,1.221,47
0.868,0.415,-0.173,-9.827,1.465,1.465,47
0.864,0.415,-0.173,-9.949,1.648,1.099,47
0.865,0.415,-0.168,-9.888,1.648,1.099,47
0.868,0.413,-0.165,-9.705,1.587,1.221,47
0.873,0.411,-0.17,-9.644,1.648,1.099,47
0.876,0.409,-0.169,-9.766,1.526,1.16,47
0.88,0.405,-0.169,-9.705,1.404,1.099,47
0.879,0.404,-0.17,-10.01,1.343,0.977,47
0.877,0.402,-0.17,-10.193,1.282,1.038,47
0.877,0.403,-0.168,-10.376,1.282,0.916,47
0.88,0.404,-0.166,-10.803,1.404,1.16,47
0.881,0.405,-0.163,-10.925,1.465,1.16,47
0.883,0.404,-0.157,-10.864,1.587,1.16,47
0.876,0.405,-0.157,-11.23,1.587,1.282,47
0.876,0.406,-0.16,-11.292,1.526,1.587,47
0.876,0.405,-0.162,-11.23,1.709,1.709,47
0.88,0.406,-0.163,-11.414,1.77,1.892,47
0.879,0.403,-0.167,-11.536,1.892,1.831,47
1.289,2.022,-1.003,68.42,3.174,1.038,48
0.702,1.502,-1.122,37.964,-4.883,9.766,48
1.063,0.597,-0.829,21.606,0.549,5.249,48
0.859,0.176,-0.109,2.441,-5.92,1.465,48
0.75,-0.09,-0.158,-8.484,-2.014,-2.808,48
0.771,-0.02,-0.472,-20.142,10.254,-1.709,48
0.726,0.117,-0.506,-30.64,8.545,1.16,48
0.747,0.251,-0.36,-38.452,3.662,1.526,48
0.729,0.326,-0.211,-43.274,1.648,-0.793,48
0.686,0.348,-0.108,-42.542,-0.854,-2.258,48
0.711,0.355,-0.002,-38.086,-1.77,-2.258,48
0.759,0.372,0.083,-30.762,-2.014,-2.197,48
0.821,0.401,0.076,-22.339,-1.709,-2.136,48
0.849,0.415,-0.001,-14.954,-1.465,-2.014,48
0.843,0.405,-0.085,-10.132,-1.831,-1.526,48
0.838,0.386,-0.145,-7.874,-1.587,0.122,48
0.854,0.367,-0.191,-7.385,-0.793,2.136,48
0.901,0.372,-0.229,-7.751,0.183,3.54,48
0.94,0.389,-0.258,-8.545,0.732,3.967,48
0.964,0.392,-0.261,-9.277,0.732,3.784,48
0.978,0.405,-0.248,-10.864,0.244,2.93,48
0.966,0.412,-0.232,-12.634,0.244,2.075,48
0.953,0.417,-0.212,-14.038,0.366,0.916,48
0.952,0.429,-0.182,-14.893,0.366,0.427,48
0.953,0.442,-0.157,-15.076,0.793,-0.122,48
0.95,0.441,-0.154,-15.015,1.16,-0.427,48
0.937,0.43,-0.163,-14.587,1.465,-0.61,48
0.919,0.413,-0.166,-14.038,1.648,-0.732,48
0.911,0.398,-0.173,-13.55,1.892,-0.366,48
0.909,0.392,-0.174,-13.489,2.441,0.122,48
0.917,0.389,-0.182,-13.733,2.869,0.854,48
0.924,0.384,-0.186,-14.526,3.113,1.282,48
0.921,0.38,-0.182,-15.32,3.235,1.099,48
0.919,0.379,-0.177,-16.113,3.479,1.038,48
0.924,0.381,-0.173,-16.785,3.845,0.732,48
0.923,0.378,-0.172,-17.456,3.845,0.305,48
0.918,0.373,-0.163,-17.822,3.967,0.122,48
0.904,0.371,-0.163,-18.066,4.028,0,48
0.893,0.372,-0.163,-17.761,3.967,0.183,48
0.891,0.377,-0.162,-17.822,4.272,0.732,48
0.887,0.38,-0.166,-17.517,4.639,1.404,48
0.883,0.379,-0.175,-17.151,4.578,2.014,48
0.871,0.377,-0.175,-16.907,4.272,2.502,48
0.864,0.38,-0.172,-16.907,4.272,2.93,48
0.887,0.393,-0.17,-16.663,4.272,3.418,48
0.897,0.402,-0.168,-16.357,4.15,3.235,48
0.889,0.408,-0.166,-15.747,3.662,2.747,48
0.873,0.402,-0.164,-15.442,3.174,2.38,48
0.863,0.394,-0.162,-15.625,2.93,2.197,48
0.868,0.39,-0.161,-15.625,2.991,2.38,48
0.876,0.393,-0.159,-15.442,3.296,2.441,48
0.875,0.397,-0.161,-15.32,3.235,2.747,48
0.866,0.395,-0.165,-15.381,2.93,2.93,48
0.86,0.384,-0.171,-15.381,2.686,3.296,48
0.857,0.381,-0.174,-15.442,3.052,3.418,48
0.858,0.386,-0.185,-15.93,3.174,3.54,48
0.861,0.378,-0.188,-16.357,3.113,3.723,48
0.863,0.392,-0.193,-16.724,2.869,3.296,48
0.86,0.379,-0.202,-17.029,2.563,3.54,48
0.86,0.376,-0.194,-17.456,2.38,3.296,48
0.866,0.383,-0.182,-17.578,2.136,3.235,48
0.88,0.397,-0.174,-17.395,1.892,3.052,48
0.882,0.402,-0.177,-17.334,1.892,2.747,48
0.893,0.396,-0.169,-17.151,1.77,2.625,48
0.886,0.387,-0.165,-16.968,1.404,2.563,48
0.888,0.386,-0.163,-16.785,1.526,2.686,48
0.894,0.395,-0.166,-17.09,1.953,2.747,48
0.897,0.403,-0.174,-17.212,2.075,2.747,48
0.894,0.405,-0.177,-17.395,2.075,2.686,48
0.899,0.401,-0.179,-17.639,2.258,2.441,48
0.899,0.397,-0.18,-17.7,2.38,2.563,48
0.896,0.396,-0.177,-17.883,2.38,2.319,48
0.891,0.401,-0.172,-18.127,2.319,2.319,48
0.885,0.405,-0.173,-18.005,2.441,2.38,48
0.886,0.406,-0.186,-17.944,2.563,2.319,48
0.884,0.399,-0.194,-18.066,2.686,2.197,48
0.885,0.391,-0.195,-17.944,2.808,2.258,48
0.884,0.39,-0.192,-17.883,2.869,2.319,48
0.876,0.397,-0.191,-18.066,2.93,2.38,48
0.871,0.405,-0.199,-18.311,3.052,2.502,48
0.87,0.409,-0.207,-18.372,2.869,2.38,48
0.872,0.403,-0.201,-17.883,2.869,2.319,48
0.872,0.395,-0.195,-17.639,2.747,2.319,48
0.868,0.391,-0.192,-17.822,2.625,2.014,48
0.865,0.39,-0.191,-17.822,2.747,1.892,48
0.871,0.388,-0.196,-17.639,2.808,1.953,48
0.883,0.387,-0.194,-17.639,2.686,2.136,48
0.882,0.384,-0.185,-17.578,2.686,2.075,48
0.875,0.388,-0.18,-17.761,2.625,1.892,48
0.867,0.397,-0.179,-17.639,2.563,1.953,48
0.87,0.399,-0.184,-17.456,2.747,2.136,48
0.873,0.394,-0.185,-17.456,2.808,2.014,48
0.882,0.393,-0.177,-17.212,2.808,1.953,48
0.877,0.392,-0.176,-17.212,2.93,2.136,48
0.865,0.393,-0.18,-17.7,2.93,2.136,48
0.867,0.396,-0.182,-17.578,3.052,2.319,48
0.866,0.393,-0.19,-17.578,3.296,2.625,48
0.878,0.395,-0.19,-17.334,3.296,2.563,48
0.875,0.395,-0.182,-17.395,3.113,2.808,48
0.872,0.401,-0.181,-17.456,2.93,2.808,48
0.872,0.409,-0.182,-17.578,2.93,2.563,48
0.876,0.41,-0.19,-17.517,2.869,2.319,48
0.878,0.404,-0.187,-17.212,2.808,1.892,48
0.878,0.396,-0.18,-17.029,2.38,1.709,48
0.875,0.395,-0.176,-17.029,2.38,1.77,48
0.874,0.397,-0.18,-17.029,2.625,1.892,48
0.873,0.4,-0.183,-17.395,2.808,1.953,48
0.87,0.397,-0.185,-17.517,2.747,2.075,48
0.874,0.398,-0.179,-17.639,2.93,2.197,48
0.871,0.397,-0.173,-17.761,2.93,2.38,48
0.859,0.397,-0.181,-17.7,2.869,2.38,48
0.867,0.401,-0.177,-17.517,2.991,2.625,48
0.864,0.4,-0.187,-17.639,2.869,2.747,48
0.871,0.397,-0.187,-17.883,3.052,2.625,48
0.86,0.402,-0.192,-18.311,2.93,2.563,48
0.87,0.41,-0.196,-18.494,3.113,2.38,48
0.865,0.419,-0.207,-19.043,3.296,2.258,48
0.868,0.407,-0.216,-19.958,3.54,2.38,48
0.886,0.404,-0.223,-21.362,3.784,2.075,48
1.576,1.412,-0.121,62.073,13.855,-5.188,49
0.841,1.594,-1.267,45.471,-2.625,4.944,49
0.853,0.837,-1.273,23.315,0.488,3.418,49
0.995,0.323,-0.531,0.61,3.479,1.282,49
0.818,-0.003,-0.192,-14.587,0.61,-1.526,49
0.858,0.019,-0.31,-25.757,8.179,-1.343,49
0.855,0.168,-0.395,-32.043,8.484,1.587,49
0.824,0.287,-0.348,-35.522,2.686,1.16,49
0.803,0.386,-0.218,-38.879,0.427,-1.465,49
0.725,0.413,-0.088,-39.063,-0.61,-2.869,49
0.707,0.4,0.005,-35.217,-0.916,-3.845,49
0.739,0.395,0.073,-29.297,0.183,-3.235,49
